,ID,Name,Latitude,Longitude,District
0,4cef946bed62721e1a1361fd,Bangpakok 8 Hospital (โรงพยาบาลบางปะกอก 8),13.662666094846339,100.40711205687627,Bang Bon
1,51f0e26f498ea0e8d6adee35,รพ. บางไผ่ บางแค,13.662178663365502,100.40358404283039,Bang Bon
2,4d60de825b276dcb06021cc6,คลีนิกใจดีรักษาสัตว์,13.661813,100.40419,Bang Bon
3,4f39b3ebe4b03d7830f73e43,โรงพยาบาลจุฬา ตึก ภปร.ชั้น6,13.660062146485851,100.40218523630165,Bang Bon
4,599cdb319b04732d83b5a93f,แผนกทันตกรรม รพ บางประกอก 8,13.662671,100.407075,Bang Bon
5,4bc410ef2a89ef3bb7e5f588,Romrawin Clinic,13.765556894907135,100.64177020110452,Bang Kapi
6,4cedb9200acea35d39bae5ae,แผนกผิวหนังและศัลยกรรมเลเซอร์ ร.พ.รามคำแหง,13.761435480782714,100.63619505304034,Bang Kapi
7,4d8d1a01d265236a68a8ea16,ห้องผู้ป่วยใน อาคารC (รพ รามคำแหง),13.758683,100.636843,Bang Kapi
8,4d0373e58620224b27f2a240,CCU Ramkhamhang Hospital,13.758055706968273,100.63668299882059,Bang Kapi
9,5199f337498e73567c7bc15d,ห้อง 2617 อาคาร B โรงพยาบาลรามคำแหง,13.760024,100.636666,Bang Kapi
10,4e547c62aeb7b18559d2b181,ห้องทำแผล รพ.รามคำแหง,13.761417399599178,100.63622653917193,Bang Kapi
11,4d59378356f2b60cee8d762f,ห้องผู้ป่วยใน อาคาร B  (รพ.รามคำแหง),13.759825325273184,100.6365785078594,Bang Kapi
12,4e676242c65be127eedf894b,แผนกล้างแผล รพ.รามคำแหง,13.761841,100.635933,Bang Kapi
13,509fb277e4b0fe0aa5ed6f6b,ห้องเอกซเรย์,13.761290291020563,100.63625403667754,Bang Kapi
14,4d5c95b8fb186dcb2b0e029b,Ramkhamhaeng Hospital - check up center,13.761019831239842,100.63631057739258,Bang Kapi
15,4d8c2c8a96b9b60ce1741578,ห้องผู้ป่วยใน อาคาร A,13.761143327193183,100.63601762189765,Bang Kapi
16,52846656498e6f29a40bfd3f,ศูนย์ตรวจสุขภาพ รพ.รามคำแหง,13.758643585305782,100.63679848896726,Bang Kapi
17,4e4f59cbfa7626401ea8f77f,Cardiac Cath Room•Operating Room|Ramkhamheang,13.761163,100.636159,Bang Kapi
18,4deda34c52b13dda25e64da1,"แผนกกายภาพบำบัด, รพ. รามคำแหง",13.758664915114005,100.63690298017623,Bang Kapi
19,5aa11a1d054e29161fdb511d,แผนกการเงิน อาคาร A รพ.รามคำแหง,13.761307,100.636263,Bang Kapi
20,4da06cff2305a35df135ccaf,Ramkhamhage Hospital 3926호,13.758814,100.636684,Bang Kapi
21,4da2dbc72939b1f71f711157,คลินิกผิวหนังและศัลยกรรมเลเซอร์,13.761522915562104,100.63619149336202,Bang Kapi
22,4d75b62dbd73548161190cb3,Heart Center @Ramkhamhaeng Hospital,13.75895756253767,100.63711746250024,Bang Kapi
23,5077a1b4e4b02a5a816dfa9e,พรชัยคลีนิคการแพทย์,13.770018,100.647423,Bang Kapi
24,59ace7a6ccad6b451b3921c4,مستشفى ويشتاني,13.768125,100.638284,Bang Kapi
25,4f51cdb7e4b036244975f804,โรงบาลรามคำแหง,13.766070092701547,100.6520114473235,Bang Kapi
26,4d0d87801f6bf04dca167e31,Ramkhamheng Hospital,13.76293142989931,100.64148971025456,Bang Kapi
27,505fb63a498efd4a9c07dcd5,Seminar Room 10fr C Building Ramkhamhaeng Hoapital.,13.759009,100.636718,Bang Kapi
28,50ee7e9fe4b0a9d5ba56497a,Cashier C Ramkhamhaeng Hospital,13.75887,100.636718,Bang Kapi
29,4e23f1bdfa761d6710950dd3,แผนกสมอง ร.พ.รามคำแหง,13.758476,100.638226,Bang Kapi
30,4d64b62f7f84f04d81d7f8b4,คลินิกไตเทียม รามฯ42,13.759167,100.63994,Bang Kapi
31,529ff026498e684aee32c08e,Operating Room,13.760202555603493,100.63662800356319,Bang Kapi
32,5773a281498e1eac59dc4d75,ตึก A ห้อง 1506,13.761401,100.636287,Bang Kapi
33,5769971d498e19b3bc396e23,"Room No. 1406,  4th floors. A Building - Ramkhamhaeng Hospital",13.76139,100.636296,Bang Kapi
34,4e950f70b634aae40acf5dd7,2710@รพ.รามคำแหง,13.76016811372382,100.63695247605314,Bang Kapi
35,52f60de8498ef987a2594245,ฉุกเฉิน@โรงพยาบาลวิภาราม,13.761968696420078,100.65096637045944,Bang Kapi
36,4fc884f0e4b03339a667df9e,คลีนิคพิเศษสูติ-นรีเวช ชั้น4 รพ ราชวิถี,13.767721764023579,100.648425232609,Bang Kapi
37,4d29622f467d6ea8567fcf95,Plastic Surgery Services Samitivaj Srinakarin,13.754220009420411,100.64604903770115,Bang Kapi
38,4eae9eae30f855f5b3cae2bb,Cadiac Cath Lab,13.759699887275906,100.63779391000114,Bang Kapi
39,4c4aa91046240f47f1c234f2,Ramkhamhaeng Hosp. Building C(New Building),13.756569837331224,100.6369139792577,Bang Kapi
40,4f3d0790e4b0fc2b1f6a5dc8,โรงพยาบาลรามคำแหง. ห้อง3612,13.758963,100.637643,Bang Kapi
41,4e54854cb61c93816c0a46d9,ห้อง 3725 อาคาร C รพ.รามคำแหง,13.759129,100.637195,Bang Kapi
42,5170db23e4b0b0c4f935fcb7,Zone ทำแผล,13.759136572379713,100.63805239124294,Bang Kapi
43,4e79a9cf52b1fc6a4afcf93c,ห้อง2732 โรงพยาบาลรามคำแหง,13.7586083347375,100.63687548247825,Bang Kapi
44,4e59e87fd22dfba6f47b0318,Executive Healthcare,13.768749974048022,100.63826597394274,Bang Kapi
45,4d9ff8222305a35d8bfac2af,Baby clinic,13.761637,100.640128,Bang Kapi
46,4e7144a11f6ecfe82bc077c3,ห้องเจาะเลือด@รพ.รามคำแหง,13.759982109069824,100.63664245605469,Bang Kapi
47,4ef9583bbe7bb4784f48d59b,ห้อง3615,13.759094374164453,100.63669949740417,Bang Kapi
48,4d3a5fa681258cfa86baa55f,แผนกสูติ Ramkhamhang Hospital,13.761215,100.635989,Bang Kapi
49,51b40b36498eab8b44685691,ห้องตรวจอายุรกรรม,13.759164463349734,100.6382998739578,Bang Kapi
50,4f59c5e2e4b04e4607cafdb3,โรงพยาบาลราม ห้อง2520,13.7603648,100.6419108,Bang Kapi
51,4de33f7a7d8b2547eb17d3d1,เคาน์เตอร์จ่ายเงินรพ.รามคำแหง,13.757302554680173,100.63863535158082,Bang Kapi
52,4f7d4dabe4b0d6e7f2f8de38,operator,13.76046371459961,100.63672637939453,Bang Kapi
53,4fb67ae6e4b037516feb8426,3928 Ramkamhaeng Hospital,13.75907821127526,100.63679298943319,Bang Kapi
54,502b1d44e4b0d7ad1d5af614,โรงพยาบาลรามคำแหง ห้อง 3503,13.758646,100.638674,Bang Kapi
55,5e869688d3b47200081b0e46,หน่วยฑันตกรรม รพ.เกษมราษฎร,13.710298,100.398704,Bang Khae
56,4b753d04f964a52048022ee3,Kasemrad Bangkae Hospital (โรงพยาบาลเกษมราษฎร์ บางแค),13.710363565335015,100.39906954100074,Bang Khae
57,50d1780fe4b0f406b7e6693d,แผนกทันตกรรม โรงพยาบาลเกษมราษฎร์ บางแค,13.711006267817883,100.39921215851427,Bang Khae
58,50650defe4b0c6fb82d62871,แผนกเวชระเบียน โรงพยาบาลเกษมราษฏร์ บางแค,13.711276720859617,100.39875688031499,Bang Khae
59,4f9f53a7e4b0525528410092,X-ray Department At Kasemrad Bangkae Hospital,13.710769252582164,100.39814253263964,Bang Khae
60,5cee00a860255e002c0ccea4,โรงพยาบาลสัตว์แฟมิลี่แคร์,13.706151,100.39117,Bang Khae
61,4d76078ef86fa1cd3fc47ba8,Kasemrad Ward VIP,13.709839275975142,100.39844422070918,Bang Khae
62,52ca2ef2498edf10c4a633e5,แผนกอายุรกรรม เกษมราษฎร์ บางแค,13.710318210056498,100.39906954100073,Bang Khae
63,4f9cbf67e4b04f3d099c2432,Orthopaedic Clinic @ Kasemraj Hospital,13.71018067495931,100.39866911610608,Bang Khae
64,56262901498e3d52caa90a91,Kasemrat Hospital Bangkae,13.709443,100.393751,Bang Khae
